type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place
status	post_user_1008279892518211	1008279892518211_1085014771511389	https://www.facebook.com/1008279892518211/posts/1085014771511389	Dans le cadre de son action annuelle DAFINI  l association Araafa organise une journee portes ouvertes pour la collecte de dons (vetements chauds  doudounes  bottes en caoutchouc  chaussettes  couvertures  denrees alimentaires de base) pour nos concitoyens dans Les zones reculees dont le froid et la faim sont leur quotidien.  La collecte commencera demain dimanche 22 novembre de 11h a 19h au 1  rue de l argent a la SOUKRA (à côté de KIABI)  Nous avons besoin de benevoles  de votre aide  de vos dons afin de faire de notre action un succes.   54528 598 / 24316407 / 50757782 / 21838975  Pour toute personne incapable de se déplacer et souhaitant faire un don par virement bancaire à notre association Araafa:  Araafa for Tunisian Women Empowerment  جمعية الرأفة لتمكين المرأة التونسية BTK bank - La Marsa  RIB 20 011 1100011460092 01 IBAN TN59 20 011 1100011460092 01  Soyez nombreux demain. Vive la Tunisie solidaire et unie!					2015-11-22T00:07:11+0000	1448150831	2015-11-22 01:07:11	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1084690681543798	https://www.facebook.com/1008279892518211/posts/1084690681543798	نداء عاجل الي السيد وزير التربية: مدرسة الابتداءية  المنجي سليم الحي الاولمبي وضعية متردية جدا علم تونس قديم ومريش بيوت الراحة (المرحاض)بدون عاملة تنظيف. الابواب الخارجية بدون عمال حراسة.قاعات الدراسة وسخة تنبعث منها رواءح كريهة.تقارير وجهت الي المندوبية ولم يتحركوا					2015-11-21T08:19:50+0000	1448093990	2015-11-21 09:19:50	4	4	4	0	8	4	3	1	6	0	4	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1084622384883961	https://www.facebook.com/1008279892518211/posts/1084622384883961	ولاية أريانة هذه الأيام تمر بالعديد من التغييرات الايجابية و من أهمها أعادة تعبيد الطرقات في قلب أريانة المدينة و نخص الذكر منها أريانة الجديدة من شارع الحبيب بورقيبة و امتدادا الى البطوار  ؟؟ هذي الصورة تضهر الفرق بين مدخــــل مدينـــــة أريــــانــــة من جهة تونس و الذي بصدد الأشغال لأعادة تعبيده أليس الأولى من الولاية تخصيص ميزانية التعبيد للأحواز المدنية كحي الغزالة و جعفر و رواد حيث يعاني سكان هذه الأحياء العديد من المشاكل في الطريق العام و خاصة منها الحفر المنتشرة على كامل الطريق تهميش وإهمال كبير من طرف هيئة بلدية رواد التي لا تعترف الى بسياسة ترقيع الطريق و طبعا في كل مناسبة تهطل فيها الأمطار يكون مصير هذه الأحياء الغرق في مستنقعات من الطين و الأوساخ  ؟؟ تعليقكم ؟؟   #Tunisie #Ariana #Ariana_News #ArianaNews #ArianaNewsTN	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12278840_474972332682910_6061291155283280228_n.jpg?oh=5c4cd46865141eedad7b1db49357f61e&oe=5A4878C3	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12278840_474972332682910_6061291155283280228_n.jpg?oh=3061a515f91133e9b2cc19aa37896316&oe=5A440A02	https://www.facebook.com/ArianaNewsTN/photos/a.274832752696870.1073741828.266442493535896/474972332682910/?type=3	facebook.com	2015-11-21T03:00:43+0000	1448074843	2015-11-21 04:00:43	12	1	12	0	13	1	1	0	0	0	11	0	0	0	0	0	0	tunis
status	post_user_1008279892518211	1008279892518211_1084485584897641	https://www.facebook.com/1008279892518211/posts/1084485584897641	Qui est pour une revolution pour nettoyer l etat. Nous avons besoin de nos competences jeunes pour prendre le pouvoir. c est nous qui vont vivre non pas eux. Ils ont des disaines d annees sur le pouvoir...ils ont voler tout le pays  ils ont voler notre pays!!!! pourkoi???. etant donner que nous sommes tunisiens et ont veut notre pays pour nous et nos enfants...Pourkoi nous avont un president de 80ans??? je veux une explication pour cela. il ne peux pas  meme s occuper de lui meme. vous croyez qu il peut s occuper de 12 millions d habitants? ???					2015-11-20T19:29:21+0000	1448047761	2015-11-20 20:29:21	2	4	2	0	6	4	1	3	1	0	1	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1083889374957262	https://www.facebook.com/1008279892518211/posts/1083889374957262	Il a bouché toute la circulation ce monsieur ! Je rentre passer 3 jrs en tunisie... Nosshom n3addihom kol marra fil circulation	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11037155_10207772755219686_2545489612091551060_n.jpg?oh=b3eca67a228493d719860718efb38271&oe=5A146891	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/11037155_10207772755219686_2545489612091551060_n.jpg?oh=eb74fa63b841929e3e42f9009ee5eabd&oe=5A13E39C	https://www.facebook.com/photo.php?fbid=10207772755219686&set=gm.1083889374957262&type=3	facebook.com	2015-11-19T10:10:22+0000	1447927822	2015-11-19 11:10:22	16	7	16	3	26	5	4	1	3	0	16	0	0	0	0	0	0	tunis
link	post_user_1008279892518211	1008279892518211_1083236978355835	https://www.facebook.com/1008279892518211/posts/1083236978355835	https://m.facebook.com/Jeunesse-Global-sfax-1627451217474840/	https://scontent.xx.fbcdn.net/v/t1.0-1/c1.0.200.200/p200x200/16938908_1839111089642184_8813324536793958520_n.jpg?oh=e90ce5e9e9e418500621874166a6cc8d&oe=5A57F9F8	https://scontent.xx.fbcdn.net/v/t1.0-1/c1.0.200.200/p200x200/16938908_1839111089642184_8813324536793958520_n.jpg?oh=e90ce5e9e9e418500621874166a6cc8d&oe=5A57F9F8	https://www.facebook.com/Jeunesse-Business-Sfax-1627451217474840/	facebook.com	2015-11-17T23:30:47+0000	1447803047	2015-11-18 00:30:47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sfax
photo	post_user_1008279892518211	1008279892518211_1082713548408178	https://www.facebook.com/1008279892518211/posts/1082713548408178	Hassen Wali shared ‎Sfax rêve - صفاقس تحلم‎ s photo to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12243375_796339257159988_910254949718964772_n.jpg?oh=9e3307f779ac6f29d58794f364a2d64c&oe=5A162201	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12243375_796339257159988_910254949718964772_n.jpg?oh=3caf42a3fc5fbc96a561880f6fabb534&oe=5A12EF52	https://www.facebook.com/Sfaxtehlem/photos/a.477626395697944.1073741828.477115975748986/796339257159988/?type=3	facebook.com	2015-11-16T18:49:21+0000	1447699761	2015-11-16 19:49:21	4	0	4	0	4	0	0	0	0	0	3	0	0	0	0	0	0	sfax
photo	post_user_1008279892518211	1008279892518211_1082274928452040	https://www.facebook.com/1008279892518211/posts/1082274928452040	Hassen Wali shared ‎Sfax rêve - صفاقس تحلم‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12227611_795928807201033_8404876361197352275_n.jpg?oh=f1a826156c8becf12c4b06f244b4cb96&oe=5A4A55CB	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12227611_795928807201033_8404876361197352275_n.jpg?oh=bb049a0dc56821f8086ff6835b11dafb&oe=5A51C30A	https://www.facebook.com/Sfaxtehlem/photos/a.477626395697944.1073741828.477115975748986/795928807201033/?type=3	facebook.com	2015-11-15T17:51:32+0000	1447609892	2015-11-15 18:51:32	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	sfax
event	post_user_1008279892518211	1008279892518211_1082255185120681	https://www.facebook.com/1008279892518211/posts/1082255185120681	Hichem Skik shared Faten Abdelkefi s event to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/c41.0.130.130/p130x130/12227184_1224389017588083_1337645608090042643_n.jpg?oh=fe9c4f2458696b30dd2d7a3af6740ad3&oe=5A58FD6B	https://scontent.xx.fbcdn.net/v/t31.0-8/c226.0.720.720/p720x720/12241118_1224389017588083_1337645608090042643_o.jpg?oh=e43a91f683c6e1309dcfd09c062d2fb2&oe=5A4329B6	https://www.facebook.com/events/609302979208870/	facebook.com	2015-11-15T16:52:12+0000	1447606332	2015-11-15 17:52:12	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	kef
photo	post_user_1008279892518211	1008279892518211_1081445048535028	https://www.facebook.com/1008279892518211/posts/1081445048535028	اتعس بلدية في تونس هي بلدية رواد	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12250046_1032075370178045_3972898317155679067_n.jpg?oh=c6ce15b8acc722d7d800721798f54ab0&oe=5A522810	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12250046_1032075370178045_3972898317155679067_n.jpg?oh=eda95a6068961ca80e7c03d6bc7838f2&oe=5A57F46C	https://www.facebook.com/gazella.lendemain.meilleur/photos/a.907610079291242.1073741828.907603992625184/1032075370178045/?type=3	facebook.com	2015-11-13T19:29:59+0000	1447442999	2015-11-13 20:29:59	14	2	14	0	16	1	1	0	0	0	12	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1080870731925793	https://www.facebook.com/1008279892518211/posts/1080870731925793	مطار تونس قرطاج قطوس يحوس!!	https://scontent.xx.fbcdn.net/v/t1.0-0/q87/s130x130/12208679_833557580093788_6202466879994689299_n.jpg?oh=cc3cfd9d99acee77cf7737b26bd55664&oe=5A50DD04	https://scontent.xx.fbcdn.net/v/t1.0-9/q82/s720x720/12208679_833557580093788_6202466879994689299_n.jpg?oh=40b8ae05c7b954facac76751e0db4b1e&oe=5A529D6C	https://www.facebook.com/photo.php?fbid=833557580093788&set=gm.1080870731925793&type=3	facebook.com	2015-11-12T12:21:42+0000	1447330902	2015-11-12 13:21:42	93	24	93	32	149	23	23	0	27	0	89	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1081338975212302	https://www.facebook.com/1008279892518211/posts/1081338975212302	من ابداعات STEG بلفايات تونس العاصمة	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12246736_10205220951058692_2018144515099670449_n.jpg?oh=50a394d70af8ed2357b7ee0b56dc5d76&oe=5A414512	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12246736_10205220951058692_2018144515099670449_n.jpg?oh=e4f9037a324185f13be3f5462afb13c8&oe=5A46241F	https://www.facebook.com/photo.php?fbid=10205220951058692&set=gm.1081338975212302&type=3	facebook.com	2015-11-13T14:10:58+0000	1447423858	2015-11-13 15:10:58	22	6	22	7	35	6	4	2	8	0	20	0	0	0	0	0	0	tunis
photo	post_user_1008279892518211	1008279892518211_1080948751917991	https://www.facebook.com/1008279892518211/posts/1080948751917991	تونس بلد العجائب هههههههه	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12227075_833641476752065_330211283595647548_n.jpg?oh=8d213471e5fc7817dd6dcf3bbc552943&oe=5A60FD1F	https://scontent.xx.fbcdn.net/v/t1.0-9/12227075_833641476752065_330211283595647548_n.jpg?oh=ffb130cbe2b57c765b6c0db4a5653f5c&oe=5A533AAC	https://www.facebook.com/photo.php?fbid=833641476752065&set=gm.1080948751917991&type=3	facebook.com	2015-11-12T16:39:12+0000	1447346352	2015-11-12 17:39:12	67	16	67	235	318	15	15	0	2	0	64	0	0	0	0	0	0	tunis
